0.000000e+00	8.357204e-14
2.083333e-05	2.877808e-02
4.166667e-05	5.755615e-02
6.250000e-05	8.627319e-02
8.333333e-05	1.149292e-01
1.041667e-04	1.434631e-01
1.250000e-04	1.719055e-01
1.458333e-04	2.001953e-01
1.666667e-04	2.283325e-01
1.875000e-04	2.562866e-01
2.083333e-04	2.839966e-01
2.291667e-04	3.114929e-01
2.500000e-04	3.387146e-01
2.708333e-04	3.656616e-01
2.916667e-04	3.923340e-01
3.125000e-04	4.186401e-01
3.333333e-04	4.446106e-01
3.541667e-04	4.702148e-01
3.750000e-04	4.954529e-01
3.958333e-04	5.202637e-01
4.166667e-04	5.446167e-01
4.375000e-04	5.685425e-01
4.583333e-04	5.920105e-01
4.791667e-04	6.149597e-01
5.000000e-04	6.374207e-01
5.208333e-04	6.593323e-01
5.416667e-04	6.806946e-01
5.625000e-04	7.015076e-01
5.833333e-04	7.217407e-01
6.041667e-04	7.413635e-01
6.250000e-04	7.603760e-01
6.458333e-04	7.787781e-01
6.666667e-04	7.965088e-01
6.875000e-04	8.135986e-01
7.083333e-04	8.299866e-01
7.291667e-04	8.457031e-01
7.500000e-04	8.607178e-01
7.708333e-04	8.750305e-01
7.916667e-04	8.886108e-01
8.125000e-04	9.014282e-01
8.333333e-04	9.135437e-01
8.541667e-04	9.248657e-01
8.750000e-04	9.354248e-01
8.958333e-04	9.452209e-01
9.166667e-04	9.542236e-01
9.375000e-04	9.624329e-01
9.583333e-04	9.698486e-01
9.791667e-04	9.764709e-01
1.000000e-03	9.822693e-01
1.020833e-03	9.872742e-01
1.041667e-03	9.914246e-01
1.062500e-03	9.947815e-01
1.083333e-03	9.973145e-01
1.104167e-03	9.989929e-01
1.125000e-03	9.998474e-01
1.145833e-03	9.999084e-01
1.166667e-03	9.991150e-01
1.187500e-03	9.974976e-01
1.208333e-03	9.950256e-01
1.229167e-03	9.917603e-01
1.250000e-03	9.876709e-01
1.270833e-03	9.827576e-01
1.291667e-03	9.770203e-01
1.312500e-03	9.704895e-01
1.333333e-03	9.631348e-01
1.354167e-03	9.550171e-01
1.375000e-03	9.460754e-01
1.395833e-03	9.363403e-01
1.416667e-03	9.258423e-01
1.437500e-03	9.145813e-01
1.458333e-03	9.025574e-01
1.479167e-03	8.898010e-01
1.500000e-03	8.762817e-01
1.520833e-03	8.620605e-01
1.541667e-03	8.471069e-01
1.562500e-03	8.314514e-01
1.583333e-03	8.151245e-01
1.604167e-03	7.980957e-01
1.625000e-03	7.804260e-01
1.645833e-03	7.620850e-01
1.666667e-03	7.431335e-01
1.687500e-03	7.235413e-01
1.708333e-03	7.033691e-01
1.729167e-03	6.826172e-01
1.750000e-03	6.612854e-01
1.770833e-03	6.394348e-01
1.791667e-03	6.170349e-01
1.812500e-03	5.941162e-01
1.833333e-03	5.707092e-01
1.854167e-03	5.468140e-01
1.875000e-03	5.224915e-01
1.895833e-03	4.977112e-01
1.916667e-03	4.725342e-01
1.937500e-03	4.469604e-01
1.958333e-03	4.210205e-01
1.979167e-03	3.947144e-01
2.000000e-03	3.681030e-01
2.020833e-03	3.411865e-01
2.041667e-03	3.139648e-01
2.062500e-03	2.864990e-01
2.083333e-03	2.587891e-01
2.104167e-03	2.308960e-01
2.125000e-03	2.027588e-01
2.145833e-03	1.744995e-01
2.166667e-03	1.460571e-01
2.187500e-03	1.175232e-01
2.208333e-03	8.886719e-02
2.229167e-03	6.015015e-02
2.250000e-03	3.140259e-02
2.270833e-03	2.593994e-03
2.291667e-03	-2.618408e-02
2.312500e-03	-5.496216e-02
2.333333e-03	-8.367920e-02
2.354167e-03	-1.123657e-01
2.375000e-03	-1.409302e-01
2.395833e-03	-1.693726e-01
2.416667e-03	-1.976624e-01
2.437500e-03	-2.258301e-01
2.458333e-03	-2.537842e-01
2.479167e-03	-2.815247e-01
2.500000e-03	-3.090210e-01
2.520833e-03	-3.363037e-01
2.541667e-03	-3.632813e-01
2.562500e-03	-3.899536e-01
2.583333e-03	-4.162903e-01
2.604167e-03	-4.422913e-01
2.625000e-03	-4.679565e-01
2.645833e-03	-4.931946e-01
2.666667e-03	-5.180359e-01
2.687500e-03	-5.424500e-01
2.708333e-03	-5.664062e-01
2.729167e-03	-5.899048e-01
2.750000e-03	-6.129150e-01
2.770833e-03	-6.354065e-01
2.791667e-03	-6.573792e-01
2.812500e-03	-6.788025e-01
2.833333e-03	-6.996765e-01
2.854167e-03	-7.199707e-01
2.875000e-03	-7.396545e-01
2.895833e-03	-7.587280e-01
2.916667e-03	-7.771606e-01
2.937500e-03	-7.949524e-01
2.958333e-03	-8.121033e-01
2.979167e-03	-8.285522e-01
3.000000e-03	-8.443298e-01
3.020833e-03	-8.594360e-01
3.041667e-03	-8.737793e-01
3.062500e-03	-8.874207e-01
3.083333e-03	-9.003296e-01
3.104167e-03	-9.125061e-01
3.125000e-03	-9.238892e-01
3.145833e-03	-9.345398e-01
3.166667e-03	-9.443970e-01
3.187500e-03	-9.534607e-01
3.208333e-03	-9.617615e-01
3.229167e-03	-9.692383e-01
3.250000e-03	-9.759216e-01
3.270833e-03	-9.818115e-01
3.291667e-03	-9.868774e-01
3.312500e-03	-9.911194e-01
3.333333e-03	-9.945374e-01
3.354167e-03	-9.971313e-01
3.375000e-03	-9.989014e-01
3.395833e-03	-9.998474e-01
3.416667e-03	-9.999695e-01
3.437500e-03	-9.992371e-01
3.458333e-03	-9.977112e-01
3.479167e-03	-9.953308e-01
3.500000e-03	-9.921265e-01
3.520833e-03	-9.880981e-01
3.541667e-03	-9.832764e-01
3.562500e-03	-9.776001e-01
3.583333e-03	-9.711609e-01
3.604167e-03	-9.638672e-01
3.625000e-03	-9.558105e-01
3.645833e-03	-9.469604e-01
3.666667e-03	-9.372864e-01
3.687500e-03	-9.268799e-01
3.708333e-03	-9.156799e-01
3.729167e-03	-9.037170e-01
3.750000e-03	-8.910217e-01
3.770833e-03	-8.775940e-01
3.791667e-03	-8.634033e-01
3.812500e-03	-8.485107e-01
3.833333e-03	-8.329468e-01
3.854167e-03	-8.166504e-01
3.875000e-03	-7.997131e-01
3.895833e-03	-7.820740e-01
3.916667e-03	-7.638245e-01
3.937500e-03	-7.449036e-01
3.958333e-03	-7.254028e-01
3.979167e-03	-7.052612e-01
4.000000e-03	-6.845703e-01
4.020833e-03	-6.632996e-01
4.041667e-03	-6.414795e-01
4.062500e-03	-6.191101e-01
4.083333e-03	-5.962524e-01
4.104167e-03	-5.728760e-01
4.125000e-03	-5.490417e-01
4.145833e-03	-5.247498e-01
4.166667e-03	-5.000000e-01
4.187500e-03	-4.748840e-01
4.208333e-03	-4.493408e-01
4.229167e-03	-4.234314e-01
4.250000e-03	-3.971558e-01
4.270833e-03	-3.705750e-01
4.291667e-03	-3.436890e-01
4.312500e-03	-3.164978e-01
4.333333e-03	-2.890320e-01
4.354167e-03	-2.613525e-01
4.375000e-03	-2.334595e-01
4.395833e-03	-2.053528e-01
4.416667e-03	-1.770935e-01
4.437500e-03	-1.486816e-01
4.458333e-03	-1.201477e-01
