1, 0.000000000, 0
998, 0.000000000, 29040
999, 0.000000000, 40848
1000, 0.000000000, 45120
958, 0.000000000, 46800
931, 0.000000000, 47328
968, 0.000000000, 47568
49, 0.000001000, 47568
568, 0.000001000, 47568
793, 0.000007000, 47520
680, 0.000008000, 47472
523, 0.000009000, 47424
387, 0.000011000, 47376
84, 0.000012000, 47328
835, 0.000015000, 47280
791, 0.000016000, 47232
790, 0.000018000, 47184
788, 0.000019000, 47136
591, 0.000020000, 47088
543, 0.000022000, 47040
514, 0.000023000, 46992
487, 0.000024000, 46944
413, 0.000026000, 46896
401, 0.000027000, 46848
198, 0.000028000, 46800
919, 0.000033000, 46752
904, 0.000034000, 46704
902, 0.000035000, 46656
781, 0.000036000, 46608
767, 0.000038000, 46560
693, 0.000039000, 46512
662, 0.000040000, 46464
651, 0.000041000, 46416
610, 0.000043000, 46368
560, 0.000044000, 46320
542, 0.000045000, 46272
513, 0.000047000, 46224
502, 0.000048000, 46176
501, 0.000050000, 46128
441, 0.000051000, 46080
399, 0.000052000, 46032
383, 0.000053000, 45984
369, 0.000055000, 45936
350, 0.000056000, 45888
344, 0.000057000, 45840
341, 0.000059000, 45792
326, 0.000060000, 45744
293, 0.000062000, 45696
252, 0.000063000, 45648
237, 0.000066000, 45600
231, 0.000068000, 45552
209, 0.000073000, 45504
156, 0.000074000, 45456
139, 0.000077000, 45408
116, 0.000079000, 45360
113, 0.000081000, 45312
112, 0.000083000, 45264
98, 0.000084000, 45216
18, 0.000087000, 45168
2, 0.000089000, 45120
989, 0.000092000, 45072
981, 0.000093000, 45024
940, 0.000094000, 44976
938, 0.000096000, 44928
935, 0.000097000, 44880
930, 0.000098000, 44832
929, 0.000100000, 44784
912, 0.000101000, 44736
903, 0.000102000, 44688
897, 0.000103000, 44640
895, 0.000106000, 44592
890, 0.000107000, 44544
889, 0.000108000, 44496
883, 0.000109000, 44448
882, 0.000110000, 44400
881, 0.000112000, 44352
860, 0.000113000, 44304
850, 0.000114000, 44256
795, 0.000116000, 44208
784, 0.000117000, 44160
777, 0.000119000, 44112
776, 0.000120000, 44064
726, 0.000122000, 44016
720, 0.000139000, 43968
712, 0.000151000, 43920
708, 0.000153000, 43872
701, 0.000154000, 43824
696, 0.000155000, 43776
688, 0.000157000, 43728
671, 0.000158000, 43680
669, 0.000159000, 43632
650, 0.000161000, 43584
607, 0.000162000, 43536
606, 0.000164000, 43488
593, 0.000165000, 43440
588, 0.000166000, 43392
581, 0.000168000, 43344
556, 0.000169000, 43296
555, 0.000171000, 43248
535, 0.000173000, 43200
516, 0.000174000, 43152
511, 0.000175000, 43104
509, 0.000176000, 43056
503, 0.000178000, 43008
495, 0.000179000, 42960
485, 0.000180000, 42912
460, 0.000181000, 42864
448, 0.000182000, 42816
439, 0.000184000, 42768
426, 0.000185000, 42720
425, 0.000186000, 42672
422, 0.000188000, 42624
406, 0.000189000, 42576
405, 0.000190000, 42528
404, 0.000192000, 42480
397, 0.000193000, 42432
