1, 0.000000000, 0
494, 0.000000000, 2160
499, 0.000000000, 4176
467, 0.000001000, 6336
485, 0.000000000, 7776
454, 0.000000000, 9024
498, 0.000000000, 10704
478, 0.000000000, 11760
500, 0.000000000, 12816
482, 0.000000000, 13920
458, 0.000000000, 14496
438, 0.000000000, 15216
487, 0.000000000, 16032
490, 0.000000000, 16944
493, 0.000000000, 17232
460, 0.000000000, 17856
495, 0.000000000, 18672
414, 0.000000000, 19152
389, 0.000000000, 19344
436, 0.000000000, 19680
408, 0.000000000, 19920
496, 0.000000000, 20352
303, 0.000000000, 20448
492, 0.000000000, 20688
497, 0.000000000, 20880
398, 0.000000000, 21024
416, 0.000000000, 21168
443, 0.000000000, 21312
218, 0.000000000, 21456
311, 0.000000000, 21456
383, 0.000000000, 21600
253, 0.000000000, 21696
488, 0.000000000, 21696
234, 0.000000000, 21696
346, 0.000000000, 21696
297, 0.000000000, 21792
75, 0.000001000, 21744
364, 0.000000000, 21744
64, 0.000004000, 21696
165, 0.000009000, 21648
479, 0.000000000, 21696
312, 0.000000000, 21696
339, 0.000002000, 21648
176, 0.000000000, 21648
130, 0.000014000, 21600
351, 0.000016000, 21552
371, 0.000000000, 21552
179, 0.000000000, 21552
231, 0.000000000, 21600
194, 0.000001000, 21552
183, 0.000022000, 21504
95, 0.000000000, 21504
116, 0.000024000, 21456
177, 0.000029000, 21408
173, 0.000030000, 21360
171, 0.000031000, 21312
250, 0.000033000, 21264
221, 0.000034000, 21216
166, 0.000035000, 21168
370, 0.000037000, 21120
255, 0.000038000, 21072
201, 0.000039000, 21024
347, 0.000041000, 20976
110, 0.000042000, 20928
61, 0.000043000, 20880
481, 0.000046000, 20832
390, 0.000047000, 20784
302, 0.000048000, 20736
132, 0.000049000, 20688
474, 0.000052000, 20640
463, 0.000053000, 20592
394, 0.000054000, 20544
307, 0.000055000, 20496
267, 0.000056000, 20448
103, 0.000058000, 20400
86, 0.000060000, 20352
483, 0.000063000, 20304
447, 0.000064000, 20256
395, 0.000065000, 20208
340, 0.000066000, 20160
