1.000000000000000000e+01 1.150000000000000000e+01 2.000000000000000000e+00
9.949999999999999289e+00 1.147499999999999964e+01 1.850000000000000089e+00
9.899999999999998579e+00 1.142499999999999893e+01 1.725000000000000089e+00
9.849999999999997868e+00 1.138499999999999979e+01 1.570000000000000062e+00
9.799999999999997158e+00 1.132499999999999929e+01 1.439999999999999947e+00
9.749999999999996447e+00 1.125000000000000000e+01 1.339999999999999858e+00
9.699999999999995737e+00 1.122000000000000064e+01 1.199999999999999956e+00
9.649999999999995026e+00 1.119500000000000028e+01 1.049999999999999822e+00
9.599999999999994316e+00 1.114499999999999957e+01 9.249999999999998224e-01
9.549999999999993605e+00 1.110500000000000043e+01 7.699999999999997957e-01
9.499999999999992895e+00 1.104499999999999993e+01 6.399999999999997913e-01
9.449999999999992184e+00 1.097000000000000064e+01 5.399999999999998135e-01
9.399999999999991473e+00 1.094000000000000128e+01 3.999999999999998002e-01
9.349999999999990763e+00 1.091500000000000092e+01 2.499999999999997780e-01
9.299999999999990052e+00 1.086500000000000021e+01 1.249999999999997780e-01
9.249999999999989342e+00 1.082500000000000107e+01 -3.000000000000024869e-02
9.199999999999988631e+00 1.076500000000000057e+01 -1.600000000000002531e-01
9.149999999999987921e+00 1.069000000000000128e+01 -2.600000000000002309e-01
9.099999999999987210e+00 1.066000000000000192e+01 -4.000000000000002442e-01
9.049999999999986500e+00 1.063500000000000156e+01 -5.500000000000002665e-01
8.999999999999985789e+00 1.058500000000000085e+01 -6.750000000000002665e-01
8.949999999999985079e+00 1.054500000000000171e+01 -8.300000000000002931e-01
8.899999999999984368e+00 1.048500000000000121e+01 -9.600000000000002975e-01
8.849999999999983658e+00 1.041000000000000192e+01 -1.060000000000000275e+00
8.799999999999982947e+00 1.038000000000000256e+01 -1.200000000000000178e+00
8.749999999999982236e+00 1.035500000000000220e+01 -1.350000000000000089e+00
8.699999999999981526e+00 1.030500000000000149e+01 -1.475000000000000089e+00
8.649999999999980815e+00 1.026500000000000234e+01 -1.630000000000000115e+00
8.599999999999980105e+00 1.020500000000000185e+01 -1.760000000000000231e+00
8.549999999999979394e+00 1.013000000000000256e+01 -1.860000000000000320e+00
8.499999999999978684e+00 1.010000000000000320e+01 -2.000000000000000444e+00
8.449999999999977973e+00 1.007500000000000284e+01 -2.150000000000000355e+00
8.399999999999977263e+00 1.002500000000000213e+01 -2.275000000000000355e+00
8.349999999999976552e+00 9.985000000000002984e+00 -2.430000000000000604e+00
8.299999999999975842e+00 9.925000000000002487e+00 -2.560000000000000497e+00
8.249999999999975131e+00 9.850000000000003197e+00 -2.660000000000000586e+00
8.199999999999974420e+00 9.820000000000003837e+00 -2.800000000000000711e+00
8.149999999999973710e+00 9.795000000000003482e+00 -2.950000000000000622e+00
8.099999999999972999e+00 9.745000000000002771e+00 -3.075000000000000622e+00
8.049999999999972289e+00 9.705000000000003624e+00 -3.230000000000000426e+00
7.999999999999972466e+00 9.645000000000003126e+00 -3.360000000000000320e+00
7.949999999999972644e+00 9.570000000000003837e+00 -3.460000000000000409e+00
7.899999999999972822e+00 9.540000000000004476e+00 -3.600000000000000533e+00
7.849999999999972999e+00 9.515000000000004121e+00 -3.750000000000000444e+00
7.799999999999973177e+00 9.465000000000003411e+00 -3.875000000000000444e+00
7.749999999999973355e+00 9.425000000000004263e+00 -4.030000000000000249e+00
7.699999999999973532e+00 9.365000000000003766e+00 -4.160000000000000142e+00
7.649999999999973710e+00 9.290000000000004476e+00 -4.259999999999999787e+00
7.599999999999973888e+00 9.260000000000005116e+00 -4.399999999999999467e+00
7.549999999999974065e+00 9.210000000000004405e+00 -4.524999999999999467e+00
7.499999999999974243e+00 9.170000000000005258e+00 -4.679999999999999716e+00
7.449999999999974420e+00 9.110000000000004761e+00 -4.809999999999999609e+00
7.399999999999974598e+00 9.035000000000005471e+00 -4.909999999999999254e+00
7.349999999999974776e+00 8.985000000000004761e+00 -5.034999999999999254e+00
7.299999999999974953e+00 8.925000000000004263e+00 -5.164999999999999147e+00
7.249999999999975131e+00 8.850000000000004974e+00 -5.264999999999998792e+00
7.199999999999975309e+00 8.800000000000004263e+00 -5.389999999999998792e+00
7.149999999999975486e+00 8.740000000000003766e+00 -5.519999999999998685e+00
7.099999999999975664e+00 8.665000000000004476e+00 -5.619999999999998330e+00
7.049999999999975842e+00 8.615000000000003766e+00 -5.744999999999998330e+00
6.999999999999976019e+00 8.555000000000003268e+00 -5.874999999999998224e+00
6.949999999999976197e+00 8.480000000000003979e+00 -5.974999999999997868e+00
6.899999999999976374e+00 8.430000000000003268e+00 -6.099999999999997868e+00
6.849999999999976552e+00 8.370000000000002771e+00 -6.229999999999997762e+00
6.799999999999976730e+00 8.295000000000003482e+00 -6.329999999999997407e+00
6.749999999999976907e+00 8.235000000000002984e+00 -6.459999999999997300e+00
6.699999999999977085e+00 8.160000000000003695e+00 -6.559999999999996945e+00
6.649999999999977263e+00 8.085000000000004405e+00 -6.659999999999996589e+00
6.599999999999977440e+00 8.010000000000005116e+00 -6.759999999999996234e+00
6.549999999999977618e+00 7.935000000000004938e+00 -6.859999999999995879e+00
6.499999999999977796e+00 7.860000000000004761e+00 -6.959999999999995524e+00
6.449999999999977973e+00 7.785000000000004583e+00 -7.059999999999995168e+00
6.399999999999978151e+00 7.710000000000004405e+00 -7.159999999999994813e+00
6.349999999999978328e+00 7.635000000000004228e+00 -7.259999999999994458e+00
6.299999999999978506e+00 7.560000000000004050e+00 -7.359999999999994102e+00
6.249999999999978684e+00 7.485000000000003872e+00 -7.459999999999993747e+00
